,,BusStopCode,RoadName,Description,Latitude,Longitude,UpDown,LeftRight,HDB_Bus_Distance,Postal
76173,243,10071,Jln Bt Merah,Blk 111,1.280453094,103.8263892,0,-16,190.6063292,163118
,321,10501,Jln Bt Merah,Blk 104,1.281058454,103.8252807,0,-16,169.9077261,163118
66361,244,45389,Choa Chu Kang Nth 7,Blk 619,1.400638044,103.7473818,-16,8,168.4889548,680672
,246,45401,Choa Chu Kang Cres,Blk 681,1.402799726,103.7459427,-16,8,186.8137613,680672
62567,0,47651,Woodlands Dr 73,Blk 684B,1.441697109,103.8052552,-4,16,63.92344957,731684
,1,47659,Woodlands Dr 73,Blk 685A,1.441463499,103.8054591,-4,16,50.51374094,731684
15513,253,10121,Kim Tian Rd,Blk 126 CP,1.282599246,103.8289054,1,-16,80.8898373,161121
,254,10129,Kim Tian Rd,Blk 121,1.28232,103.8285719,1,-16,57.04886972,161121
61670,197,66009,S'goon Ave 2,S'Goon Int,1.350466102,103.8716899,9,-2,177.884035,550332
,256,66381,S'goon Ave 2,Opp S'Goon Stn Exit F,1.350204722,103.8712253,9,-2,146.5066215,550332
,257,66389,S'goon Ave 2,S'Goon Stn Exit F,1.350921638,103.8710691,9,-2,98.69025698,550332
,262,66411,S'goon Ave 3,Blk 326,1.350029727,103.8690312,9,-2,168.5776714,550332
,263,66419,S'goon Ave 3,Blk 330,1.350216389,103.8693094,9,-2,131.7146597,550332
55014,313,60031,Kallang Bahru,BEF GEYLANG BAHRU STN,1.320409707,103.8700783,9,-8,192.9186189,330064
,314,60039,Kallang Bahru,Opp Blk 66,1.319964738,103.8698304,9,-8,171.324882,330064
73237,140,44721,Bt Panjang Ring Rd,Opp Jelapang Stn,1.386791083,103.764919,-12,5,89.16025087,670523
,153,44831,Bt Panjang Ring Rd,BLK 519,1.387891389,103.7657931,-12,5,102.2296334,670523
15896,322,42161,Jln Jurong Kechil,Blk 18,1.340276692,103.7726463,-10,-4,57.23108902,590017
,323,42169,Jln Jurong Kechil,Opp Blk 19,1.340385757,103.7736613,-10,-4,140.4848663,590017
14875,100,84041,New Upp Changi Rd,Blk 221A,1.324690517,103.934688,22,-7,101.2591795,464219
,101,84049,New Upp Changi Rd,Blk 27,1.324327198,103.9347122,22,-7,118.1563254,464219
,124,84191,Bedok Nth Ave 3,Blk 220 CP,1.32566319,103.9353376,22,-7,193.2049312,464219
54455,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,24.43169077,400343
,60,71119,Ubi Ave 1,Opp Blk 343,1.326801248,103.9002187,15,-7,44.61263563,400343
82630,461,43601,Bt Batok West Ave 5,Opp Blk 532,1.356643409,103.7495053,-15,-1,48.81357153,650532
,462,43609,Bt Batok West Ave 5,Blk 531,1.356535619,103.7499243,-15,-1,39.0551143,650532
47219,166,44919,Bt Panjang Ring Rd,Opp Blk 451,1.385493611,103.7727914,-10,5,192.4760521,670465
69364,376,67411,Sengkang East Rd,Opp Sengkang General Hosp,1.394956244,103.8943683,14,7,175.856786,544260
,380,67431,Compassvale St,Opp Blk 291A,1.395213596,103.897395,14,7,190.7167409,544260
38992,121,44611,Jelapang Rd,Blk 516,1.387124827,103.7675781,-11,5,163.8586007,670508
,122,44619,Jelapang Rd,Blk 506,1.386950724,103.7676357,-11,5,148.7964075,670508
66133,16,44051,Woodlands Rd,Opp Blk 632 CP,1.384408117,103.7580198,-13,5,177.1555441,674633
,17,44059,Woodlands Rd,Blk 632 CP,1.384496317,103.758176,-13,5,158.887356,674633
,145,44791,Senja Rd,West View Pr Sch,1.383724393,103.7606888,-13,5,155.6866994,674633
,147,44801,Senja Rd,Opp Blk 628,1.385035109,103.7590834,-13,5,74.35962305,674633
,148,44809,Senja Rd,Blk 628,1.385000837,103.7597843,-13,5,47.64426511,674633
80356,91,44461,Choa Chu Kang Way,Blk 352,1.382570556,103.7430047,-16,4,34.82785595,680352
,92,44469,Choa Chu Kang Way,Blk 414,1.382438889,103.7427522,-16,4,63.64765637,680352
34356,375,67409,Sengkang East Way,Sengkang Stn,1.392339157,103.8960682,14,6,160.9967322,542258
,436,67759,Compassvale Rd,COMPASSVALE INT,1.391295223,103.8972022,14,6,179.8472051,542258
39761,89,44451,Choa Chu Kang Way,Bef South View Stn,1.380773753,103.7442435,-16,4,196.4835719,680220
,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,69.99986149,680220
,96,44489,Choa Chu Kang Ctrl,Blk 220,1.3818253,103.7453077,-16,4,32.7334362,680220
62407,346,61009,Potong Pasir Ave 1,Blk 122,1.335211667,103.8666325,8,-5,156.4374832,350140
989,88,83341,Lengkong Tiga,Blk 102,1.325399682,103.911098,17,-7,150.5824978,410111
81118,136,44691,Segar Rd,BLK 485,1.388262581,103.7714646,-11,6,49.44985379,670485
53811,119,44601,Saujana Rd,Blk 413,1.382133371,103.7684504,-11,4,145.477978,670411
,120,44609,Saujana Rd,Blk 408,1.382014552,103.7681709,-11,4,137.9831772,670411
1360,462,43609,Bt Batok West Ave 5,Blk 531,1.356535619,103.7499243,-15,-1,189.9084395,650537
,494,43801,Bt Batok St 52,Ren Ci @ Bt Batok St 52,1.355207926,103.7517338,-15,-1,95.55854505,650537
,495,43809,Bt Batok St 52,Blk 514,1.354371293,103.7518709,-15,-1,137.7175677,650537
68263,72,44341,Fajar Rd,Blk 401A CP,1.381170297,103.7691773,-11,4,78.70463674,670408
,73,44349,Fajar Rd,Bet Blks 443A/443B,1.381333034,103.7693281,-11,4,73.62429447,670408
,119,44601,Saujana Rd,Blk 413,1.382133371,103.7684504,-11,4,58.46254263,670408
,120,44609,Saujana Rd,Blk 408,1.382014552,103.7681709,-11,4,80.23389501,670408
26099,416,43371,Bt Batok West Ave 6,Blk 109,1.34682314,103.7459028,-16,-3,95.77394101,650108
,417,43379,Bt Batok West Ave 6,Blk 185,1.347165537,103.7451866,-16,-3,149.249746,650108
80477,235,76121,Tampines Ave 4,Opp St. Hilda's Sec Sch,1.350033337,103.9381752,23,-2,190.721403,520914
87433,312,77031,Pasir Ris Dr 1,Blk 528C/Pasir Ris Stn,1.371163371,103.9483811,25,2,171.6821381,514527
,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,64.1642997,514527
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,97.76702552,514527
48500,453,21621,Kang Ching Rd,Blk 354,1.339214998,103.7220593,-21,-4,124.628811,610345
,461,21661,Yuan Ching Rd,Yuan Ching Sec Sch,1.341765605,103.7214143,-21,-4,173.4637741,610345
,462,21669,Yuan Ching Rd,Opp Blk 134D,1.341342145,103.7220952,-21,-4,140.4955229,610345
25355,150,84329,Bedok Nth Rd,Blk 414,1.330293232,103.9297006,21,-6,195.5091101,460418
,151,84331,Bedok Nth Ave 2,Opp Blk 416,1.328988299,103.9309999,21,-6,116.8437299,460418
,152,84339,Bedok Nth Ave 2,Blk 416,1.3287447,103.9307906,21,-6,86.07164869,460418
68012,100,84041,New Upp Changi Rd,Blk 221A,1.324690517,103.934688,22,-7,170.9885434,461219
,101,84049,New Upp Changi Rd,Blk 27,1.324327198,103.9347122,22,-7,193.0491065,461219
39164,58,44261,Bt Panjang Rd,Blk 270,1.376082222,103.7742778,-10,3,166.7554557,670272
,66,44301,Bangkit Rd,Opp Blk 271,1.377468,103.77388,-10,3,65.65926977,670272
52428,162,52071,Jln Toa Payoh,Trellis Twrs,1.329914169,103.8438184,4,-6,147.209207,310161
,163,52079,Jln Toa Payoh,Opp Trellis Twrs,1.329314772,103.8438289,4,-6,185.9696717,310161
81754,188,52221,Lor 3 Toa Payoh,Opp Jackson Sq,1.338011621,103.8482286,5,-5,189.7446577,310085
,189,52229,Lor 3 Toa Payoh,Jackson Sq,1.337750234,103.8488029,5,-5,164.7481101,310085
,198,52271,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472,5,-5,157.2078312,310085
,199,52279,Lor 4 Toa Payoh,Blk 56,1.337024206,103.8499296,5,-5,184.3089983,310085
27507,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,172.7791011,370060
77208,331,77131,Pasir Ris St 52,Blk 502,1.375583564,103.9465213,24,3,72.06646821,510581
,332,77139,Pasir Ris St 52,Blk 582,1.375180893,103.946498,24,3,29.75745201,510581
,333,77141,Pasir Ris St 52,Blk 519,1.37380309,103.9452982,24,3,193.5760559,510581
,340,77191,Pasir Ris Dr 3,Blk 500A,1.376548076,103.9460282,24,3,189.987265,510581
,341,77199,Pasir Ris Dr 3,Opp Blk 500A,1.376671,103.94637,24,3,193.9304523,510581
73853,235,76121,Tampines Ave 4,Opp St. Hilda's Sec Sch,1.350033337,103.9381752,23,-2,67.38015835,520910
,236,76129,Tampines Ave 4,St. Hilda's Sec Sch,1.349882149,103.9379158,23,-2,92.01414918,520910
38497,377,43171,Bt Batok East Ave 3,Blk 229,1.348596445,103.754605,-14,-2,122.6853438,650227
,378,43179,Bt Batok East Ave 3,Blk 231,1.348970783,103.7543035,-14,-2,108.623868,650227
76163,377,43171,Bt Batok East Ave 3,Blk 229,1.348596445,103.754605,-14,-2,90.22191668,650228
,378,43179,Bt Batok East Ave 3,Blk 231,1.348970783,103.7543035,-14,-2,66.21543333,650228
63747,328,60141,S'goon Rd,Opp Bendemeer Pr Sch,1.322587538,103.8638568,8,-8,68.0849314,328023
67935,474,47501,Woodlands Dr 16,Opp Blk 583,1.430462083,103.7947023,-6,14,68.604767,730583
,475,47509,Woodlands Dr 16,BLK 583,1.430331111,103.7948411,-6,14,53.2899914,730583
24089,188,52221,Lor 3 Toa Payoh,Opp Jackson Sq,1.338011621,103.8482286,5,-5,193.0876346,312085
,189,52229,Lor 3 Toa Payoh,Jackson Sq,1.337750234,103.8488029,5,-5,167.436948,312085
,198,52271,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472,5,-5,156.9294827,312085
,199,52279,Lor 4 Toa Payoh,Blk 56,1.337024206,103.8499296,5,-5,184.2666295,312085
8144,89,58221,Sembawang Way,Blk 339 CP,1.448592648,103.8170658,-2,18,174.8423792,750357
,90,58229,Sembawang Way,Blk 358A CP,1.448750841,103.8168059,-2,18,148.4758294,750357
,107,58321,Admiralty Dr,Bet Blks 357/359,1.450205738,103.8161452,-2,18,37.28864318,750357
,108,58329,Admiralty Dr,Blk 474,1.450501869,103.8165596,-2,18,53.52404049,750357
15617,121,44611,Jelapang Rd,Blk 516,1.387124827,103.7675781,-11,5,169.4838424,670509
,122,44619,Jelapang Rd,Blk 506,1.386950724,103.7676357,-11,5,157.9696037,670509
89014,162,65461,Sumang Link,Blk 312 CP,1.409858889,103.9012999,15,10,128.5721998,821310
,163,65469,Sumang Link,Blk 310B,1.409823056,103.9009779,15,10,130.4344009,821310
38521,406,43321,Bt Batok West Ave 6,Opp Blk 144,1.349905996,103.7451088,-16,-2,118.9442764,650113
,407,43329,Bt Batok West Ave 6,Blk 146,1.349762042,103.74484,-16,-2,109.2114622,650113
,409,43339,Bt Batok St 11,Blk 148,1.3490725,103.7437783,-16,-2,157.0541869,650113
49112,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,119.0929598,510568
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,140.9634076,510568
60926,339,11079,Queensway,Opp Blk 95,1.305441389,103.8018525,-5,-11,198.6407557,140093
,400,11439,C'wealth Dr,Blk 92,1.306064722,103.8002978,-5,-11,93.60551489,140093
79591,59,44269,Bt Panjang Rd,Blk 223,1.375778333,103.774225,-10,3,188.3174952,670225
,78,44371,Petir Rd,Blk 219,1.374022257,103.7726396,-10,3,168.8499351,670225
77116,121,44611,Jelapang Rd,Blk 516,1.387124827,103.7675781,-11,5,104.7195578,670513
,122,44619,Jelapang Rd,Blk 506,1.386950724,103.7676357,-11,5,123.1641262,670513
26862,7,1112,Victoria St,Opp Bugis Stn Exit C,1.300092128,103.8552003,6,-12,194.6875588,182269
,194,7551,Rochor Rd,Fu Lu Shou Cplx,1.301719758,103.8546132,6,-12,197.726937,182269
,195,7561,Middle Rd,Bef Waterloo St,1.299454465,103.8526798,6,-12,132.8630413,182269
,196,7569,Middle Rd,Aft Waterloo St,1.299495313,103.853014,6,-12,108.0019067,182269
46238,189,59149,Yishun Ave 5,Blk 145,1.430618611,103.83218,1,14,43.64247554,760145
58823,414,46821,Woodlands Circle,Blk 713,1.44215561,103.7975554,-5,16,36.1712043,730713
58944,158,58991,Yishun Ave 2,BLK 767,1.424583611,103.8350086,2,13,100.5335705,760763
,171,59061,Yishun Ave 2,Blk 763,1.425563992,103.8349582,2,13,50.99148214,760763
,172,59069,Yishun Ave 2,Opp Blk 757,1.426572948,103.8353696,2,13,162.5781146,760763
47714,189,17219,Clementi Ave 4,Blk 376,1.3182,103.7661586,-12,-9,60.30184207,120376
64531,315,67101,Sengkang East Way,Blk 250A,1.39143144,103.8995695,15,6,136.6784273,540246
,316,67109,Sengkang East Way,Blk 235,1.391028856,103.8999867,15,6,198.2012227,540246
,342,67241,Compassvale Rd,Blk 248A,1.392996122,103.8984414,15,6,83.42814058,540246
53621,46,44201,Petir Rd,Aft Petir Stn,1.37732276,103.7672669,-12,3,30.74164865,670108
,47,44209,Petir Rd,Opp Petir Stn,1.377195308,103.7669827,-12,3,52.18412055,670108
62488,358,46511,Woodlands Ctr Rd,Marsiling Pr Sch,1.434382295,103.7725568,-10,15,155.6693568,730149
,372,46581,Woodlands St 13,Opp Blk 146,1.436441189,103.7737964,-10,15,133.9181652,730149
,373,46589,Woodlands St 13,Blk 146,1.43632306,103.7741086,-10,15,158.1706942,730149
34414,95,65059,Punggol Rd,St. Anne's Ch,1.39269,103.901269,15,6,190.3947378,541250
,315,67101,Sengkang East Way,Blk 250A,1.39143144,103.8995695,15,6,44.39376283,541250
,316,67109,Sengkang East Way,Blk 235,1.391028856,103.8999867,15,6,73.58558532,541250
74279,461,21661,Yuan Ching Rd,Yuan Ching Sec Sch,1.341765605,103.7214143,-21,-4,194.8621842,610347
44546,136,75071,Tampines Ave 3,Opp Blk 819,1.348933035,103.9365425,22,-2,66.48409253,520819
,137,75079,Tampines Ave 3,Blk 819,1.348582494,103.9370122,22,-2,30.60003564,520819
49351,139,65331,Punggol Field,Opp Blk 268D,1.402865,103.898518,15,8,59.79775968,821269
,140,65339,Punggol Field,Blk 268C,1.403133066,103.8980439,15,8,103.4572674,821269
19838,46,58009,Sembawang Vista,Sembawang Int,1.447481793,103.8194139,-1,17,184.2859383,750321
,94,58259,Sembawang Dr,Opp Sun Plaza,1.447772672,103.8189515,-1,17,193.7677892,750321
,101,58291,Sembawang Dr,Blk 317,1.4457932,103.8199449,-1,17,160.8949575,750321
,102,58299,Sembawang Dr,Blk 328,1.445829153,103.8196846,-1,17,131.7976301,750321
,117,58371,Sembawang Cres,Bet Blks 325/326,1.444490096,103.8190895,-1,17,187.323327,750321
2146,68,44321,Bt Panjang Ring Rd,Opp Bangkit Stn,1.379874,103.772318,-11,4,58.09047065,670242
,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,110.5730538,670242
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,114.6248685,670242
1422,484,43741,Bt Batok St 21,Bt View Sec Sch,1.346504193,103.7518567,-15,-3,86.28371508,650212
,485,43749,Bt Batok St 21,Opp Bt View Sec Sch,1.346612172,103.7516364,-15,-3,91.16885344,650212
49967,46,58009,Sembawang Vista,Sembawang Int,1.447481793,103.8194139,-1,17,193.0689467,750330
,93,58251,Sembawang Dr,Sun Plaza/Sembawang Stn,1.448031488,103.8189521,-1,17,185.8971516,750330
,94,58259,Sembawang Dr,Opp Sun Plaza,1.447772672,103.8189515,-1,17,165.9686039,750330
24888,362,54271,Ang Mo Kio Ave 3,Blk 586,1.369963268,103.8535666,6,2,39.71926171,560586
,363,54279,Ang Mo Kio Ave 3,Blk 427,1.36968919,103.8540476,6,2,94.67777034,560586
16819,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,121.357854,370044
80588,151,65401,Punggol Ctrl,Opp Blk 264A,1.406531821,103.8987118,15,9,96.01064133,821265
,152,65409,Punggol Ctrl,Bef Blk 264,1.406244969,103.8995745,15,9,114.9232784,821265
68258,50,44221,Pending Rd,Opp Pending Stn,1.376299585,103.7709943,-11,3,80.15711307,670233
,51,44229,Pending Rd,Bef Pending Stn,1.376560558,103.7714598,-11,3,24.74128375,670233
81116,422,43401,Bt Batok West Ave 3,Bt Batok Polyclinic,1.352264988,103.7468164,-16,-2,120.62984,650123
,423,43409,Bt Batok West Ave 3,Opp Blk 127,1.35235542,103.7462359,-16,-2,174.519506,650123
82002,236,45339,Choa Chu Kang St 62,Blk 625,1.398981914,103.7460356,-16,8,150.2908384,680609
37502,393,54441,Ang Mo Kio St 53,Blk 507,1.374181695,103.8507692,5,3,96.46870966,560511
,394,54449,Ang Mo Kio St 53,Opp Blk 507,1.374608105,103.8508896,5,3,141.4204906,560511
3215,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,102.9556543,370046
16545,244,45389,Choa Chu Kang Nth 7,Blk 619,1.400638044,103.7473818,-16,8,110.3782028,680674
,246,45401,Choa Chu Kang Cres,Blk 681,1.402799726,103.7459427,-16,8,180.9650808,680674
76104,372,46581,Woodlands St 13,Opp Blk 146,1.436441189,103.7737964,-10,15,70.90996641,730145
,373,46589,Woodlands St 13,Blk 146,1.43632306,103.7741086,-10,15,98.48879577,730145
81888,151,65401,Punggol Ctrl,Opp Blk 264A,1.406531821,103.8987118,15,9,191.9623283,824266
65501,190,52231,Toa Payoh Ctrl,Blk 79C,1.33430499,103.8487842,5,-5,121.9453163,311080
,191,52239,Toa Payoh Ctrl,Blk 177,1.334121944,103.8489481,5,-5,134.8103561,311080
,198,52271,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472,5,-5,178.8187386,311080
19900,91,58241,Sembawang Vista,Sembawang Int/Opp Blk 315,1.447220646,103.8201849,-1,17,199.5242651,750308
,92,58249,Sembawang Vista,Blk 309,1.447117222,103.8211856,-1,17,107.4450171,750308
25769,282,53221,Bishan St 11,BLK 115,1.348168406,103.8484544,5,-3,111.161242,570113
,283,53229,Bishan St 11,Blk 501,1.348223035,103.8492724,5,-3,121.4513975,570113
,320,53419,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088,5,-3,144.3676477,570113
47114,44,44191,Gangsa Rd,Opp Blk 171,1.378792776,103.7670265,-12,4,74.92936057,670171
,45,44199,Gangsa Rd,Blk 171,1.378882219,103.766725,-12,4,40.04065214,670171
,55,44249,Bt Panjang Rd,Blk 174,1.38049595,103.7664914,-12,4,169.9238871,670171
,142,44739,Jelebu Rd,Blk 180,1.3787655,103.7645985,-12,4,198.4878484,670171
15500,260,10161,Tiong Bahru Rd,Opp Tiong Bahru Stn,1.285931354,103.8266897,0,-15,132.929293,163023
,261,10169,Tiong Bahru Rd,Tiong Bahru Stn,1.285999614,103.8274812,0,-15,154.3018649,163023
31471,417,11541,Stirling Rd,Opp Queens,1.29235984,103.805785,-4,-14,175.0771307,140160
,418,11551,Stirling Rd,Tiong Ghee Tp,1.291267031,103.804096,-4,-14,93.30616881,140160
,420,11579,Mei Ling St,Blk 158,1.292564891,103.8030332,-4,-14,142.6179479,140160
,421,11589,Mei Ling St,Blk 157,1.292991881,103.8040052,-4,-14,102.421258,140160
64751,343,67249,Compassvale Rd,Blk 259C,1.393765715,103.8985042,15,7,62.89995912,543259
49127,314,77041,Pasir Ris Dr 1,Blk 541,1.369448546,103.9513045,25,2,113.758175,510538
,315,77049,Pasir Ris Dr 1,Pasir Ris Town Pk,1.36963557,103.9515831,25,2,143.6968713,510538
,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,199.5289374,510538
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,177.8852808,510538
36395,358,61089,Potong Pasir Ave 3,Bet Blks 138/144,1.333071659,103.865308,8,-6,97.26313356,350143
,359,61099,Potong Pasir Ave 2,Potong Pasir CC,1.332368056,103.8671,8,-6,119.4606014,350143
1052,100,84041,New Upp Changi Rd,Blk 221A,1.324690517,103.934688,22,-7,130.985691,463219
,101,84049,New Upp Changi Rd,Blk 27,1.324327198,103.9347122,22,-7,144.8076848,463219
8161,101,58291,Sembawang Dr,Blk 317,1.4457932,103.8199449,-1,17,103.4345008,750327
,102,58299,Sembawang Dr,Blk 328,1.445829153,103.8196846,-1,17,75.79643649,750327
,117,58371,Sembawang Cres,Bet Blks 325/326,1.444490096,103.8190895,-1,17,130.4985464,750327
,118,58379,Sembawang Cres,Opp Blk 325,1.444285741,103.8190051,-1,17,152.9786761,750327
53637,46,44201,Petir Rd,Aft Petir Stn,1.37732276,103.7672669,-12,3,66.29050469,670106
,47,44209,Petir Rd,Opp Petir Stn,1.377195308,103.7669827,-12,3,91.79994189,670106
18107,331,77131,Pasir Ris St 52,Blk 502,1.375583564,103.9465213,24,3,153.3405055,510574
,332,77139,Pasir Ris St 52,Blk 582,1.375180893,103.946498,24,3,110.1410547,510574
,333,77141,Pasir Ris St 52,Blk 519,1.37380309,103.9452982,24,3,105.8302959,510574
65490,189,52229,Lor 3 Toa Payoh,Jackson Sq,1.337750234,103.8488029,5,-5,194.6996123,310082
,190,52231,Toa Payoh Ctrl,Blk 79C,1.33430499,103.8487842,5,-5,192.7369215,310082
,198,52271,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472,5,-5,163.8482186,310082
,199,52279,Lor 4 Toa Payoh,Blk 56,1.337024206,103.8499296,5,-5,192.6576732,310082
4014,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,158.3545342,370042
78040,68,44321,Bt Panjang Ring Rd,Opp Bangkit Stn,1.379874,103.772318,-11,4,134.7092329,670243
,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,59.31710794,670243
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,39.3175172,670243
78886,244,45389,Choa Chu Kang Nth 7,Blk 619,1.400638044,103.7473818,-16,8,139.335454,681672
,246,45401,Choa Chu Kang Cres,Blk 681,1.402799726,103.7459427,-16,8,187.2187469,681672
63415,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,129.3615689,400346
,60,71119,Ubi Ave 1,Opp Blk 343,1.326801248,103.9002187,15,-7,109.2703058,400346
,76,71201,Ubi Ave 1,Paya Ubi Ind Pk,1.326124478,103.8979515,15,-7,191.7843925,400346
36592,414,46821,Woodlands Circle,Blk 713,1.44215561,103.7975554,-5,16,168.3522256,730728
59428,140,44721,Bt Panjang Ring Rd,Opp Jelapang Stn,1.386791083,103.764919,-12,5,179.9537223,670520
,153,44831,Bt Panjang Ring Rd,BLK 519,1.387891389,103.7657931,-12,5,176.8263504,670520
69439,430,63141,Boundary Rd,Blk 209,1.354019,103.874925,10,-1,179.3423845,550207
,431,63149,Boundary Rd,Serangoon Stadium,1.354899722,103.8745256,10,-1,178.2589846,550207
,254,66371,S'goon Ctrl,Blk 261,1.353767302,103.8726854,10,-1,70.81477658,550207
,255,66379,S'goon Ctrl,Blk 206,1.353391559,103.872858,10,-1,71.37502583,550207
72722,380,67431,Compassvale St,Opp Blk 291A,1.395213596,103.897395,14,7,192.5583103,544258
26322,121,44611,Jelapang Rd,Blk 516,1.387124827,103.7675781,-11,5,78.57114934,670512
,122,44619,Jelapang Rd,Blk 506,1.386950724,103.7676357,-11,5,80.71963895,670512
62896,445,43511,Bt Batok East Ave 6,Bt Batok Swim Cplx,1.344973942,103.7484987,-15,-3,62.98306274,650209
,446,43519,Bt Batok East Ave 6,Opp Bt Batok Swim Cplx,1.345274241,103.7483578,-15,-3,48.44133226,650209
13879,336,46401,Woodlands Ave 4,Blk 864,1.440885951,103.7954581,-6,16,135.2622884,730707
,337,46409,Woodlands Ave 4,Blk 701A CP,1.440633231,103.795706,-6,16,104.4261869,730707
,403,46761,Woodlands Ave 7,Blk 706,1.439644444,103.7974003,-6,16,136.5766758,730707
,404,46769,Woodlands Ave 7,Blk 666,1.439351034,103.797358,-6,16,161.1905421,730707
7938,339,11079,Queensway,Opp Blk 95,1.305441389,103.8018525,-5,-11,179.7894805,140083
,400,11439,C'wealth Dr,Blk 92,1.306064722,103.8002978,-5,-11,154.485373,140083
38640,260,10161,Tiong Bahru Rd,Opp Tiong Bahru Stn,1.285931354,103.8266897,0,-15,118.9705315,166022
,261,10169,Tiong Bahru Rd,Tiong Bahru Stn,1.285999614,103.8274812,0,-15,168.7209025,166022
59359,260,10161,Tiong Bahru Rd,Opp Tiong Bahru Stn,1.285931354,103.8266897,0,-15,91.63093401,164020
,261,10169,Tiong Bahru Rd,Tiong Bahru Stn,1.285999614,103.8274812,0,-15,177.8707702,164020
73603,399,11429,C'wealth Dr,Opp Blk 115B,1.30454,103.7983633,-5,-11,175.4912928,140090
,400,11439,C'wealth Dr,Blk 92,1.306064722,103.8002978,-5,-11,99.27051619,140090
46812,242,53009,Bishan St 13,Bishan Int,1.350455412,103.8498808,5,-2,179.2312167,570197
42232,89,58221,Sembawang Way,Blk 339 CP,1.448592648,103.8170658,-2,18,151.1670644,751360
,90,58229,Sembawang Way,Blk 358A CP,1.448750841,103.8168059,-2,18,117.5438402,751360
,107,58321,Admiralty Dr,Bet Blks 357/359,1.450205738,103.8161452,-2,18,116.0406908,751360
,108,58329,Admiralty Dr,Blk 474,1.450501869,103.8165596,-2,18,164.3396371,751360
56622,380,67431,Compassvale St,Opp Blk 291A,1.395213596,103.897395,14,7,162.7386921,541259
,381,67439,Compassvale St,Blk 291A,1.395493749,103.8973703,14,7,189.9533394,541259
76100,190,52231,Toa Payoh Ctrl,Blk 79C,1.33430499,103.8487842,5,-5,146.4222045,312082
,191,52239,Toa Payoh Ctrl,Blk 177,1.334121944,103.8489481,5,-5,166.8942752,312082
,198,52271,Lor 4 Toa Payoh,Jackson Sq,1.336831139,103.8497472,5,-5,166.9917948,312082
,199,52279,Lor 4 Toa Payoh,Blk 56,1.337024206,103.8499296,5,-5,196.2948237,312082
78083,91,44461,Choa Chu Kang Way,Blk 352,1.382570556,103.7430047,-16,4,105.2785296,680355
,92,44469,Choa Chu Kang Way,Blk 414,1.382438889,103.7427522,-16,4,136.6404325,680355
,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,193.6271217,680355
26531,54,44241,Bt Panjang Rd,Opp Lompang Rd,1.381174439,103.765861,-12,4,156.1033207,670178
,55,44249,Bt Panjang Rd,Blk 174,1.38049595,103.7664914,-12,4,188.2882323,670178
,125,44631,Jelebu Rd,Opp Bt Panjang Plaza,1.3796172,103.7639096,-12,4,121.6387517,670178
,126,44639,Jelebu Rd,Bt Panjang Plaza,1.380069722,103.7639603,-12,4,96.66121325,670178
,141,44731,Jelebu Rd,Opp Blk 180,1.37887883,103.7643273,-12,4,159.8664448,670178
,142,44739,Jelebu Rd,Blk 180,1.3787655,103.7645985,-12,4,164.7529123,670178
46902,461,43601,Bt Batok West Ave 5,Opp Blk 532,1.356643409,103.7495053,-15,-1,129.6248298,650534
,462,43609,Bt Batok West Ave 5,Blk 531,1.356535619,103.7499243,-15,-1,88.29147513,650534
,494,43801,Bt Batok St 52,Ren Ci @ Bt Batok St 52,1.355207926,103.7517338,-15,-1,166.0119227,650534
34110,315,67101,Sengkang East Way,Blk 250A,1.39143144,103.8995695,15,6,150.025579,540248
,330,67181,Compassvale Rd,Blk 240,1.39101786,103.8977802,15,6,150.9625812,540248
,342,67241,Compassvale Rd,Blk 248A,1.392996122,103.8984414,15,6,88.61657953,540248
