,,BusStopCode,RoadName,Description,Latitude,Longitude,UpDown,LeftRight,HDB_Bus_Distance,Postal
67829,414,46821,Woodlands Circle,Blk 713,1.44215561,103.7975554,-5,16,127.9475854,730729
74042,178,59091,Yishun Ave 2,Blk 154,1.431652454,103.8351081,2,14,174.3186529,760159
,179,59099,Yishun Ave 2,Blk 220,1.432728355,103.8352254,2,14,133.0753517,760159
14399,188,59141,Yishun Ave 5,Blk 741,1.430343832,103.8327554,2,14,133.7567327,760149
53156,189,59149,Yishun Ave 5,Blk 145,1.430618611,103.83218,1,14,178.7901441,760733
,219,59301,Yishun Ring Rd,Blk 731,1.428574385,103.8305483,1,14,125.7143123,760733
,220,59309,Yishun Ring Rd,Jiemin Pr Sch,1.428261955,103.8306307,1,14,157.1953508,760733
20749,343,67249,Compassvale Rd,Blk 259C,1.393765715,103.8985042,15,7,111.4208558,542259
60504,374,77379,Pasir Ris Dr 8,Bef Pasir Ris Dr 3,1.374679,103.948026,25,3,112.3543555,510585
26296,67,44311,Bangkit Rd,Opp Blk 253,1.379304102,103.7743492,-10,4,154.0128656,670257
35802,223,76061,Tampines Ave 5,Blk 938,1.348201944,103.9418981,23,-3,148.4426161,520922
28833,332,77139,Pasir Ris St 52,Blk 582,1.375180893,103.946498,24,3,159.1869637,510573
,333,77141,Pasir Ris St 52,Blk 519,1.37380309,103.9452982,24,3,64.85650168,510573
38721,50,44221,Pending Rd,Opp Pending Stn,1.376299585,103.7709943,-11,3,135.4287658,670230
,51,44229,Pending Rd,Bef Pending Stn,1.376560558,103.7714598,-11,3,93.77090351,670230
67895,492,47601,Woodlands Ave 7,Blk 793,1.4421188,103.8030491,-4,16,182.6568539,734684
,493,47609,Woodlands Ave 7,Opp Blk 793,1.441849418,103.8030947,-4,16,166.1145886,734684
,0,47651,Woodlands Dr 73,Blk 684B,1.441697109,103.8052552,-4,16,91.06164025,734684
,1,47659,Woodlands Dr 73,Blk 685A,1.441463499,103.8054591,-4,16,106.1976462,734684
61125,315,67101,Sengkang East Way,Blk 250A,1.39143144,103.8995695,15,6,81.51871983,540247
,316,67109,Sengkang East Way,Blk 235,1.391028856,103.8999867,15,6,143.6501661,540247
,342,67241,Compassvale Rd,Blk 248A,1.392996122,103.8984414,15,6,134.5530347,540247
64294,86,65009,Punggol Pl,Punggol Temp Int,1.403706299,103.9022434,15,9,191.5735891,822271
,126,65259,Punggol Ctrl,Punggol Stn/Int,1.405351944,103.9018719,15,9,194.2295884,822271
42195,422,11599,Mei Ling St,Blk 153,1.294208056,103.8031489,-4,-13,71.60077504,140152
27424,188,17211,Clementi Ave 4,Bet Blks 315/318,1.318288061,103.7658972,-12,-8,153.5308605,120316
13817,421,46871,Woodlands Ring Rd,Blk 644,1.436791166,103.8017651,-5,15,22.57670774,730644
,422,46879,Woodlands Ring Rd,Blk 637,1.437066168,103.8021593,-5,15,64.54543107,730644
67959,219,59301,Yishun Ring Rd,Blk 731,1.428574385,103.8305483,1,14,86.21129177,760735
,220,59309,Yishun Ring Rd,Jiemin Pr Sch,1.428261955,103.8306307,1,14,100.0517696,760735
52562,346,61009,Potong Pasir Ave 1,Blk 122,1.335211667,103.8666325,8,-5,157.1656129,350141
60979,101,58291,Sembawang Dr,Blk 317,1.4457932,103.8199449,-1,17,73.61855414,750328
,102,58299,Sembawang Dr,Blk 328,1.445829153,103.8196846,-1,17,54.83872354,750328
,117,58371,Sembawang Cres,Bet Blks 325/326,1.444490096,103.8190895,-1,17,109.9548256,750328
,118,58379,Sembawang Cres,Opp Blk 325,1.444285741,103.8190051,-1,17,134.4214532,750328
47260,153,44831,Bt Panjang Ring Rd,BLK 519,1.387891389,103.7657931,-12,5,167.1618792,670515
74002,194,52251,Lor 4 Toa Payoh,Chung Hwa Free Clinic,1.332969806,103.8514209,5,-6,127.3030872,310191
,195,52259,Lor 4 Toa Payoh,Opp Chung Hwa Free Clinic,1.332787465,103.8516569,5,-6,121.5125269,310191
,236,52501,Lor 6 Toa Payoh,Toa Payoh Swim Cplx,1.330902209,103.8501176,5,-6,149.1809359,310191
,237,52509,Lor 6 Toa Payoh,Opp Toa Payoh Swim Cplx,1.331157123,103.8501763,5,-6,124.7372182,310191
59453,52,44231,Bt Panjang Rd,Zhenghua Pr Sch,1.379166868,103.7693349,-11,4,163.1432444,670238
,53,44239,Bt Panjang Rd,Opp Zhenghua Pr Sch,1.378461111,103.7698308,-11,4,174.5393216,670238
,68,44321,Bt Panjang Ring Rd,Opp Bangkit Stn,1.379874,103.772318,-11,4,183.8373599,670238
,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,51.57312109,670238
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,128.4365427,670238
16879,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,108.0081575,370045
18003,466,80311,Upp Boon Keng Rd,Blk 3B,1.314433333,103.8726003,10,-9,29.38153942,382003
,467,80319,Upp Boon Keng Rd,Geylang West CC,1.31484297,103.8726223,10,-9,64.58923358,382003
14144,408,46789,Woodlands Ave 6,Opp Admiralty Pr Sch,1.443511389,103.8010631,-5,17,137.4648818,730727
,413,46811,Woodlands Circle,Blk 726,1.443792373,103.7993152,-5,17,59.16415881,730727
34700,256,66381,S'goon Ave 2,Opp S'Goon Stn Exit F,1.350204722,103.8712253,9,-2,186.9020864,550330
,257,66389,S'goon Ave 2,S'Goon Stn Exit F,1.350921638,103.8710691,9,-2,199.7402467,550330
,262,66411,S'goon Ave 3,Blk 326,1.350029727,103.8690312,9,-2,59.90652984,550330
,263,66419,S'goon Ave 3,Blk 330,1.350216389,103.8693094,9,-2,41.8743603,550330
67551,159,75221,Tampines Ave 1,Opp Temasek Poly East G,1.34567356,103.9359504,22,-3,127.1082557,521899
62062,223,76061,Tampines Ave 5,Blk 938,1.348201944,103.9418981,23,-3,192.17852,520936
86156,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,190.3571193,400345
,60,71119,Ubi Ave 1,Opp Blk 343,1.326801248,103.9002187,15,-7,161.432578,400345
,76,71201,Ubi Ave 1,Paya Ubi Ind Pk,1.326124478,103.8979515,15,-7,125.5721792,400345
71889,72,44341,Fajar Rd,Blk 401A CP,1.381170297,103.7691773,-11,4,132.5356139,670413
,73,44349,Fajar Rd,Bet Blks 443A/443B,1.381333034,103.7693281,-11,4,122.5773783,670413
,119,44601,Saujana Rd,Blk 413,1.382133371,103.7684504,-11,4,43.2730738,670413
,120,44609,Saujana Rd,Blk 408,1.382014552,103.7681709,-11,4,76.96957952,670413
69992,282,53221,Bishan St 11,BLK 115,1.348168406,103.8484544,5,-3,103.9967115,570116
,283,53229,Bishan St 11,Blk 501,1.348223035,103.8492724,5,-3,47.12733847,570116
,320,53419,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088,5,-3,164.8207449,570116
2027,44,44191,Gangsa Rd,Opp Blk 171,1.378792776,103.7670265,-12,4,136.6490799,670176
,45,44199,Gangsa Rd,Blk 171,1.378882219,103.766725,-12,4,101.9236725,670176
,55,44249,Bt Panjang Rd,Blk 174,1.38049595,103.7664914,-12,4,154.4456477,670176
,141,44731,Jelebu Rd,Opp Blk 180,1.37887883,103.7643273,-12,4,177.2546913,670176
,142,44739,Jelebu Rd,Blk 180,1.3787655,103.7645985,-12,4,152.0559332,670176
46971,253,10121,Kim Tian Rd,Blk 126 CP,1.282599246,103.8289054,1,-16,109.7101436,160120
,254,10129,Kim Tian Rd,Blk 121,1.28232,103.8285719,1,-16,96.11460056,160120
76169,406,43321,Bt Batok West Ave 6,Opp Blk 144,1.349905996,103.7451088,-16,-2,193.3362365,650111
,407,43329,Bt Batok West Ave 6,Blk 146,1.349762042,103.74484,-16,-2,197.6762191,650111
28828,333,77141,Pasir Ris St 52,Blk 519,1.37380309,103.9452982,24,3,47.19045373,510572
14061,362,46531,Woodlands Ave 3,Blk 173,1.4324025,103.7775114,-9,14,70.77961105,730173
,363,46539,Woodlands Ave 3,Blk 320,1.432099629,103.7782237,-9,14,106.8093676,730173
15772,149,44811,Senja Rd,West Spring Sec Sch,1.387154726,103.7602083,-13,5,191.1122527,670622
,150,44819,Senja Rd,Opp West Spring Sec Sch,1.387075394,103.7600479,-13,5,198.2994315,670622
53498,416,43371,Bt Batok West Ave 6,Blk 109,1.34682314,103.7459028,-16,-3,134.7683627,650107
,417,43379,Bt Batok West Ave 6,Blk 185,1.347165537,103.7451866,-16,-3,173.3537836,650107
28888,314,77041,Pasir Ris Dr 1,Blk 541,1.369448546,103.9513045,25,2,116.1051862,510534
,315,77049,Pasir Ris Dr 1,Pasir Ris Town Pk,1.36963557,103.9515831,25,2,116.634216,510534
78062,68,44321,Bt Panjang Ring Rd,Opp Bangkit Stn,1.379874,103.772318,-11,4,52.55819231,670241
,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,126.5562299,670241
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,148.7002775,670241
2928,89,44451,Choa Chu Kang Way,Bef South View Stn,1.380773753,103.7442435,-16,4,178.0987096,680353
,91,44461,Choa Chu Kang Way,Blk 352,1.382570556,103.7430047,-16,4,64.93142367,680353
,92,44469,Choa Chu Kang Way,Blk 414,1.382438889,103.7427522,-16,4,79.07378723,680353
,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,176.3243493,680353
,103,44521,Choa Chu Kang Ave 3,Blk 280,1.380851855,103.7426089,-16,4,167.3748555,680353
58513,162,52071,Jln Toa Payoh,Trellis Twrs,1.329914169,103.8438184,4,-6,175.709984,310160
,170,52131,Lor 1 Toa Payoh,Blk 163,1.332207036,103.8441975,4,-6,167.3012321,310160
62968,119,44601,Saujana Rd,Blk 413,1.382133371,103.7684504,-11,4,87.03550372,670412
,120,44609,Saujana Rd,Blk 408,1.382014552,103.7681709,-11,4,98.70068085,670412
37420,158,58991,Yishun Ave 2,BLK 767,1.424583611,103.8350086,2,13,180.4212496,760758
,171,59061,Yishun Ave 2,Blk 763,1.425563992,103.8349582,2,13,92.5858417,760758
,172,59069,Yishun Ave 2,Opp Blk 757,1.426572948,103.8353696,2,13,136.5326371,760758
78008,406,43321,Bt Batok West Ave 6,Opp Blk 144,1.349905996,103.7451088,-16,-2,196.6435873,650119
13858,403,46761,Woodlands Ave 7,Blk 706,1.439644444,103.7974003,-6,16,176.4077996,730711
39318,68,44321,Bt Panjang Ring Rd,Opp Bangkit Stn,1.379874,103.772318,-11,4,135.7649525,670239
,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,31.82947888,670239
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,77.2786301,670239
80350,420,43391,Bt Batok Ctrl,Bt Batok CC,1.349893952,103.7477975,-15,-2,193.6701283,650121
,421,43399,Bt Batok Ctrl,Opp Blk 120,1.350667146,103.7480888,-15,-2,106.7311762,650121
36660,337,46409,Woodlands Ave 4,Blk 701A CP,1.440633231,103.795706,-6,16,195.3564082,730708
,403,46761,Woodlands Ave 7,Blk 706,1.439644444,103.7974003,-6,16,46.07355896,730708
,404,46769,Woodlands Ave 7,Blk 666,1.439351034,103.797358,-6,16,78.52465379,730708
82042,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,107.6144603,510567
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,120.067695,510567
65597,0,47651,Woodlands Dr 73,Blk 684B,1.441697109,103.8052552,-4,16,100.630029,734682
,1,47659,Woodlands Dr 73,Blk 685A,1.441463499,103.8054591,-4,16,98.63147856,734682
87101,312,77031,Pasir Ris Dr 1,Blk 528C/Pasir Ris Stn,1.371163371,103.9483811,25,2,111.0296299,513524
,313,77039,Pasir Ris Dr 1,Bef Pasir Ris Stn,1.371591187,103.9483486,25,2,143.1143646,513524
,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,134.4210035,513524
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,140.6793985,513524
37400,189,59149,Yishun Ave 5,Blk 145,1.430618611,103.83218,1,14,194.0100962,760734
,219,59301,Yishun Ring Rd,Blk 731,1.428574385,103.8305483,1,14,96.35307364,760734
,220,59309,Yishun Ring Rd,Jiemin Pr Sch,1.428261955,103.8306307,1,14,121.7162929,760734
49066,340,60229,Geylang Bahru,Blk 68,1.322581087,103.8702401,9,-8,197.4481973,332059
14495,387,54401,Ang Mo Kio St 52,Blk 522,1.372946681,103.8516353,5,2,95.32506487,561596
,388,54409,Ang Mo Kio St 52,Opp Blk 522,1.372708333,103.8521389,5,2,135.615274,561596
3930,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,100.2047448,400344
,60,71119,Ubi Ave 1,Opp Blk 343,1.326801248,103.9002187,15,-7,71.24959567,400344
88922,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,183.1118156,671443
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,168.2173247,671443
,72,44341,Fajar Rd,Blk 401A CP,1.381170297,103.7691773,-11,4,73.21256839,671443
,73,44349,Fajar Rd,Bet Blks 443A/443B,1.381333034,103.7693281,-11,4,50.88470088,671443
,119,44601,Saujana Rd,Blk 413,1.382133371,103.7684504,-11,4,163.7925395,671443
,120,44609,Saujana Rd,Blk 408,1.382014552,103.7681709,-11,4,187.2976284,671443
37294,189,59149,Yishun Ave 5,Blk 145,1.430618611,103.83218,1,14,53.23800367,760146
65983,209,84651,Bedok Nth St 1,Aft Heartbeat @ Bedok,1.327057,103.930691,21,-7,62.0378448,460417
,210,84659,Bedok Nth St 1,Bef Heartbeat @ Bedok,1.327201,103.93063,21,-7,44.68284259,460417
28282,453,21621,Kang Ching Rd,Blk 354,1.339214998,103.7220593,-21,-4,172.7500677,610346
,461,21661,Yuan Ching Rd,Yuan Ching Sec Sch,1.341765605,103.7214143,-21,-4,179.5973538,610346
,462,21669,Yuan Ching Rd,Opp Blk 134D,1.341342145,103.7220952,-21,-4,181.9311878,610346
63209,91,44461,Choa Chu Kang Way,Blk 352,1.382570556,103.7430047,-16,4,62.31479353,680354
,92,44469,Choa Chu Kang Way,Blk 414,1.382438889,103.7427522,-16,4,92.66645968,680354
,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,178.8727575,680354
17074,63,71131,Ubi Ave 2,Automobile Megamart,1.331275107,103.9014038,15,-6,77.76848537,400301
,64,71139,Ubi Ave 2,Blk 302,1.330542247,103.9008789,15,-6,153.0413169,400301
89167,70,44331,Fajar Rd,Blk 239,1.380221074,103.7708487,-11,4,49.10147889,674443
,71,44339,Fajar Rd,Blk 442D,1.38084523,103.771149,-11,4,61.55263697,674443
,72,44341,Fajar Rd,Blk 401A CP,1.381170297,103.7691773,-11,4,174.2410101,674443
,73,44349,Fajar Rd,Bet Blks 443A/443B,1.381333034,103.7693281,-11,4,166.5655525,674443
53927,89,44451,Choa Chu Kang Way,Bef South View Stn,1.380773753,103.7442435,-16,4,85.16835029,680223
,90,44459,Choa Chu Kang Way,Opp South View Stn,1.380287314,103.7445456,-16,4,132.8538016,680223
,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,61.74388257,680223
,96,44489,Choa Chu Kang Ctrl,Blk 220,1.3818253,103.7453077,-16,4,93.9089976,680223
74314,125,50349,Towner Rd,Blk 107,1.319304818,103.8595769,7,-8,161.1284084,327827
40034,56,71099,Eunos Link,Blk 311,1.330226389,103.9038336,16,-6,173.1629323,400316
,57,71101,Ubi Ave 1,Blk 318,1.328306944,103.9028372,16,-6,107.7404549,400316
,58,71109,Ubi Ave 1,Maha Bodhi Sch,1.328318284,103.9025662,16,-6,103.7745468,400316
49992,76,58159,Canberra Rd,Aft Admiral Hill,1.448217087,103.8223561,-1,17,134.2206734,750310
,92,58249,Sembawang Vista,Blk 309,1.447117222,103.8211856,-1,17,101.762999,750310
54666,55,71091,Eunos Link,Blk 637,1.330733748,103.9037315,16,-6,100.1041674,400311
,56,71099,Eunos Link,Blk 311,1.330226389,103.9038336,16,-6,67.02762193,400311
,57,71101,Ubi Ave 1,Blk 318,1.328306944,103.9028372,16,-6,188.5670917,400311
,58,71109,Ubi Ave 1,Maha Bodhi Sch,1.328318284,103.9025662,16,-6,197.7580601,400311
80959,151,65401,Punggol Ctrl,Opp Blk 264A,1.406531821,103.8987118,15,9,147.9670674,822265
,152,65409,Punggol Ctrl,Bef Blk 264,1.406244969,103.8995745,15,9,153.9740512,822265
24694,219,59301,Yishun Ring Rd,Blk 731,1.428574385,103.8305483,1,14,131.2306695,760736
,220,59309,Yishun Ring Rd,Jiemin Pr Sch,1.428261955,103.8306307,1,14,129.4611849,760736
62550,408,46789,Woodlands Ave 6,Opp Admiralty Pr Sch,1.443511389,103.8010631,-5,17,96.77495447,730721
,413,46811,Woodlands Circle,Blk 726,1.443792373,103.7993152,-5,17,115.1666885,730721
80342,406,43321,Bt Batok West Ave 6,Opp Blk 144,1.349905996,103.7451088,-16,-2,154.7738643,650118
,407,43329,Bt Batok West Ave 6,Blk 146,1.349762042,103.74484,-16,-2,186.3352994,650118
86157,312,77031,Pasir Ris Dr 1,Blk 528C/Pasir Ris Stn,1.371163371,103.9483811,25,2,114.4601101,511528
,313,77039,Pasir Ris Dr 1,Bef Pasir Ris Stn,1.371591187,103.9483486,25,2,158.4197878,511528
,368,77341,Pasir Ris St 51,Opp Blk 569,1.369738889,103.9484981,25,2,77.24399972,511528
,369,77349,Pasir Ris St 51,Blk 569,1.370007837,103.9487424,25,2,86.87082026,511528
61191,315,67101,Sengkang East Way,Blk 250A,1.39143144,103.8995695,15,6,57.26480014,540249
,316,67109,Sengkang East Way,Blk 235,1.391028856,103.8999867,15,6,121.5348035,540249
,330,67181,Compassvale Rd,Blk 240,1.39101786,103.8977802,15,6,175.2725712,540249
,342,67241,Compassvale Rd,Blk 248A,1.392996122,103.8984414,15,6,159.2937697,540249
81205,151,65401,Punggol Ctrl,Opp Blk 264A,1.406531821,103.8987118,15,9,194.7358311,824265
14483,385,54391,Ang Mo Kio Ave 8,Aft Ang Mo Kio Int,1.371619722,103.8482886,5,2,146.4992314,560512
,386,54399,Ang Mo Kio Ave 8,Bef Ang Mo Kio Stn Exit B,1.371373023,103.8486611,5,2,148.3616399,560512
38289,297,53299,Shunfu Rd,Blk 314,1.351740117,103.8379455,3,-2,100.1446061,570309
28740,339,60221,Geylang Bahru,BLK 73/GEYLANG BAHRU STN,1.322123806,103.8708143,9,-8,197.4484385,330060
,340,60229,Geylang Bahru,Blk 68,1.322581087,103.8702401,9,-8,120.8825623,330060
8191,89,58221,Sembawang Way,Blk 339 CP,1.448592648,103.8170658,-2,18,161.2486504,751357
,90,58229,Sembawang Way,Blk 358A CP,1.448750841,103.8168059,-2,18,145.202424,751357
,107,58321,Admiralty Dr,Bet Blks 357/359,1.450205738,103.8161452,-2,18,96.92818359,751357
,108,58329,Admiralty Dr,Blk 474,1.450501869,103.8165596,-2,18,70.76851477,751357
25850,282,53221,Bishan St 11,BLK 115,1.348168406,103.8484544,5,-3,83.41620916,570114
,283,53229,Bishan St 11,Blk 501,1.348223035,103.8492724,5,-3,86.50484169,570114
,320,53419,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088,5,-3,163.9996478,570114
81164,95,44481,Choa Chu Kang Ctrl,Blk 223,1.381842957,103.7449585,-16,4,147.688708,680218
,96,44489,Choa Chu Kang Ctrl,Blk 220,1.3818253,103.7453077,-16,4,127.0849749,680218
78045,140,44721,Bt Panjang Ring Rd,Opp Jelapang Stn,1.386791083,103.764919,-12,5,134.9534238,670521
,153,44831,Bt Panjang Ring Rd,BLK 519,1.387891389,103.7657931,-12,5,63.39827247,670521
43821,343,67249,Compassvale Rd,Blk 259C,1.393765715,103.8985042,15,7,111.2042093,543258
5218,466,80311,Upp Boon Keng Rd,Blk 3B,1.314433333,103.8726003,10,-9,89.72812407,383003
,467,80319,Upp Boon Keng Rd,Geylang West CC,1.31484297,103.8726223,10,-9,127.7442929,383003
85995,137,44699,Segar Rd,BLK 457,1.388053005,103.7715434,-11,5,107.2813512,670460
80985,151,65401,Punggol Ctrl,Opp Blk 264A,1.406531821,103.8987118,15,9,171.677671,823265
,152,65409,Punggol Ctrl,Bef Blk 264,1.406244969,103.8995745,15,9,181.4320137,823265
85069,137,44699,Segar Rd,BLK 457,1.388053005,103.7715434,-11,5,52.66204835,670459
39292,54,44241,Bt Panjang Rd,Opp Lompang Rd,1.381174439,103.765861,-12,4,171.2198627,670179
,55,44249,Bt Panjang Rd,Blk 174,1.38049595,103.7664914,-12,4,172.8783123,670179
,125,44631,Jelebu Rd,Opp Bt Panjang Plaza,1.3796172,103.7639096,-12,4,131.922024,670179
,126,44639,Jelebu Rd,Bt Panjang Plaza,1.380069722,103.7639603,-12,4,126.2611209,670179
,141,44731,Jelebu Rd,Opp Blk 180,1.37887883,103.7643273,-12,4,135.8084001,670179
,142,44739,Jelebu Rd,Blk 180,1.3787655,103.7645985,-12,4,131.1890112,670179
72930,159,75221,Tampines Ave 1,Opp Temasek Poly East G,1.34567356,103.9359504,22,-3,109.8160161,520899
72030,236,45339,Choa Chu Kang St 62,Blk 625,1.398981914,103.7460356,-16,8,168.735053,680617
,244,45389,Choa Chu Kang Nth 7,Blk 619,1.400638044,103.7473818,-16,8,116.7376952,680617
66819,125,50349,Towner Rd,Blk 107,1.319304818,103.8595769,7,-8,154.99191,327826
62320,347,61011,Upp S'goon Rd,Blk 103,1.333392798,103.869464,9,-5,186.9812856,350107
38438,462,43609,Bt Batok West Ave 5,Blk 531,1.356535619,103.7499243,-15,-1,178.0229167,650536
,494,43801,Bt Batok St 52,Ren Ci @ Bt Batok St 52,1.355207926,103.7517338,-15,-1,71.99567716,650536
,495,43809,Bt Batok St 52,Blk 514,1.354371293,103.7518709,-15,-1,149.5679653,650536
13358,170,52131,Lor 1 Toa Payoh,Blk 163,1.332207036,103.8441975,4,-6,19.22773589,310163
,171,52139,Lor 1 Toa Payoh,Oleander Twrs,1.332718333,103.8440442,4,-6,73.31918572,310163
87443,331,77131,Pasir Ris St 52,Blk 502,1.375583564,103.9465213,24,3,120.790419,510580
,332,77139,Pasir Ris St 52,Blk 582,1.375180893,103.946498,24,3,81.25541127,510580
,333,77141,Pasir Ris St 52,Blk 519,1.37380309,103.9452982,24,3,194.3474678,510580
42174,399,11429,C'wealth Dr,Opp Blk 115B,1.30454,103.7983633,-5,-11,141.4929742,140089
,400,11439,C'wealth Dr,Blk 92,1.306064722,103.8002978,-5,-11,132.2746151,140089
62889,461,43601,Bt Batok West Ave 5,Opp Blk 532,1.356643409,103.7495053,-15,-1,107.8136867,650531
,462,43609,Bt Batok West Ave 5,Blk 531,1.356535619,103.7499243,-15,-1,60.42769697,650531
,494,43801,Bt Batok St 52,Ren Ci @ Bt Batok St 52,1.355207926,103.7517338,-15,-1,189.7548016,650531
34672,430,63141,Boundary Rd,Blk 209,1.354019,103.874925,10,-1,180.5255782,550206
,254,66371,S'goon Ctrl,Blk 261,1.353767302,103.8726854,10,-1,84.90336331,550206
,255,66379,S'goon Ctrl,Blk 206,1.353391559,103.872858,10,-1,60.02545091,550206
1724,121,44611,Jelapang Rd,Blk 516,1.387124827,103.7675781,-11,5,61.07210884,670506
,122,44619,Jelapang Rd,Blk 506,1.386950724,103.7676357,-11,5,54.60724226,670506
1491,445,43511,Bt Batok East Ave 6,Bt Batok Swim Cplx,1.344973942,103.7484987,-15,-3,171.2488228,650210
,446,43519,Bt Batok East Ave 6,Opp Bt Batok Swim Cplx,1.345274241,103.7483578,-15,-3,178.8799179,650210
2332,46,44201,Petir Rd,Aft Petir Stn,1.37732276,103.7672669,-12,3,123.4970554,670151
,47,44209,Petir Rd,Opp Petir Stn,1.377195308,103.7669827,-12,3,90.37060471,670151
2336,320,42151,Jln Jurong Kechil,Beauty World Stn Exit C,1.34009255,103.7753198,-10,-4,194.1834862,590004
54194,180,17161,C'wealth Ave West,Blk 455,1.312409936,103.7668548,-12,-10,90.63620522,120329
,181,17169,C'wealth Ave West,Blk 329,1.312845278,103.7667967,-12,-10,65.07397986,120329
,192,17239,Clementi Ave 3,NTUC Fairprice,1.312440556,103.7658489,-12,-10,179.4616697,120329
,195,17251,Clementi Ave 2,Blk 460,1.31148,103.76744,-12,-10,176.531324,120329
53515,416,43371,Bt Batok West Ave 6,Blk 109,1.34682314,103.7459028,-16,-3,169.5373411,650102
64893,197,66009,S'goon Ave 2,S'Goon Int,1.350466102,103.8716899,9,-2,138.7628712,550333
,256,66381,S'goon Ave 2,Opp S'Goon Stn Exit F,1.350204722,103.8712253,9,-2,93.00457788,550333
,257,66389,S'goon Ave 2,S'Goon Stn Exit F,1.350921638,103.8710691,9,-2,84.19790296,550333
,262,66411,S'goon Ave 3,Blk 326,1.350029727,103.8690312,9,-2,164.7877999,550333
,263,66419,S'goon Ave 3,Blk 330,1.350216389,103.8693094,9,-2,129.3332843,550333
19824,89,58221,Sembawang Way,Blk 339 CP,1.448592648,103.8170658,-2,18,185.139801,752357
,90,58229,Sembawang Way,Blk 358A CP,1.448750841,103.8168059,-2,18,174.9049161,752357
